## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI	interaction_partners	color
1288963	periphery	Cyclobacteriaceae bacterium AK24	Cyclobacteriaceae bacterium AK24		#93B4AF
1289135	periphery	Brachyspira hampsonii 30446	Brachyspira hampsonii		#93B4AF
1289387	periphery	Streptomyces sp. TAA204	Streptomyces sp. TAA204		#93B4AF
1291050	periphery	[Clostridium] josui JCM 17888	Clostridium josui		#93B4AF
1291743	periphery	Lactobacillus oryzae JCM 18671	Lactobacillus oryzae		#93B4AF
1292020	periphery	Dietzia sp. UCD-THP	Dietzia sp. UCDTHP		#93B4AF
1292033	periphery	Mycoplasma putrefaciens Mput9231	Mycoplasma putrefaciens Mput9231		#93B4AF
1292034	periphery	Caulobacter crescentus OR37	Caulobacter crescentus OR37		#93B4AF
1292035	periphery	[Clostridium] sordellii VPI 9048	Clostridium sordellii		#93B4AF
1292373	periphery	Propionibacterium granulosum TM11	Propionibacterium granulosum		#93B4AF
1293047	periphery	Halopiger sp. IIH2	Halopiger sp. IIH2		#93B4AF
1293048	periphery	Halopiger sp. IIH3	Halopiger sp. IIH3		#93B4AF
1293054	periphery	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643	Halanaerobium saccharolyticum		#93B4AF
1293597	periphery	Lactobacillus equicursoris DSM 19284 = JCM 14600 = CIP 110162	Lactobacillus equicursoris		#93B4AF
1294142	periphery	Clostridium intestinale URNW	Clostridium intestinale		#93B4AF
1294143	periphery	Pseudomonas denitrificans ATCC 13867	Pseudomonas denitrificans		#93B4AF
1294265	periphery	Bacillus boroniphilus JCM 21738	Bacillus boroniphilus		#93B4AF
1294273	core	Roseibacterium elongatum DSM 19469	Roseibacterium elongatum		#93B4AF
1295642	periphery	Geobacillus stearothermophilus NUB3621	Geobacillus stearothermophilus		#93B4AF
1296415	periphery	Aquimarina sp. SW150	Aquimarina sp. SW150		#93B4AF
1296416	core	Aquimarina megaterium XH134	Aquimarina megaterium		#93B4AF
1296990	periphery	Komagataeibacter xylinus E25	Komagataeibacter xylinus		#93B4AF
1297534	periphery	Streptococcus dentisani 7746	Streptococcus dentisani 7746		#93B4AF
1297569	periphery	Mesorhizobium metallidurans STM 2683	Mesorhizobium metallidurans		#93B4AF
1297570	periphery	Mesorhizobium sp. STM 4661	Mesorhizobium sp. STM4661		#93B4AF
1297581	periphery	Anoxybacillus flavithermus AK1	Anoxybacillus flavithermus AK1		#93B4AF
1297617	core	Intestinimonas butyriciproducens	Intestinimonas butyriciproducens		#93B4AF
1297742	periphery	Myxococcus sp. (contaminant ex DSM 436)	Myxococcus sp.		#93B4AF
1297857	periphery	Streptococcus dentisani 7747	Streptococcus dentisani 7747		#93B4AF
1297863	periphery	Afipia sp. OHSU_I-C4	Afipia sp. OHSUIC4		#93B4AF
1297865	periphery	Bradyrhizobium sp. OHSU_III	Bradyrhizobium sp. OHSUIII		#93B4AF
1298593	core	Thalassolituus oleivorans MIL-1	Thalassolituus oleivorans		#93B4AF
1298598	periphery	Gracilibacillus boraciitolerans JCM 21714	Gracilibacillus boraciitolerans		#93B4AF
1298608	periphery	Psychrobacter sp. JCM 18900	Psychrobacter sp. JCM18900		#93B4AF
1298858	periphery	Mesorhizobium sp. URHA0056	Mesorhizobium sp. URHA0056		#93B4AF
1298860	periphery	Microbacterium sp. URHA0036	Microbacterium sp. URHA0036		#93B4AF
1298863	periphery	Marmoricola sp. URHB0036	Marmoricola sp. URHB0036		#93B4AF
1298864	periphery	Mycobacterium sp. URHD0025	Mycobacterium sp. URHD0025		#93B4AF
1298865	periphery	Alteromonas sp. ALT199	Alteromonas sp. ALT199		#93B4AF
1298867	periphery	Bradyrhizobium sp. URHA0002	Bradyrhizobium sp. URHA0002		#93B4AF
1298880	periphery	Streptomyces sp. TAA486	Streptomyces sp. TAA486		#93B4AF
1298920	core	[Desulfotomaculum] guttoideum DSM 4024	Desulfotomaculum guttoideum		#93B4AF
1299327	periphery	Mycobacterium kansasii 732	Mycobacterium kansasii 732		#93B4AF
1300143	periphery	Chryseobacterium oranimense G311	Chryseobacterium oranimense		#93B4AF
1300150	core	Enterococcus mundtii QU 25	Enterococcus mundtii		#93B4AF
1300345	periphery	Lysobacter dokdonensis DS-58	Lysobacter dokdonensis		#93B4AF
1300350	periphery	Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	Sulfitobacter donghicola		#93B4AF
1301098	periphery	Pseudomonas knackmussii B13	Pseudomonas knackmussii		#93B4AF
1301100	periphery	Clostridium sp. 01	Clostridium sp. 01		#93B4AF
1302286	periphery	Lactobacillus namurensis str. Chizuka 01	Lactobacillus namurensis		#93B4AF
1302858	periphery	Borrelia miyamotoi LB-2001	Borrelia miyamotoi		#93B4AF
1302863	periphery	Streptococcus oligofermentans AS 1.3089	Streptococcus oligofermentans		#93B4AF
1303518	core	Chthonomonas calidirosea T49	Chthonomonas calidirosea		#93B4AF
1303692	periphery	Streptomyces fulvissimus DSM 40593	Streptomyces fulvissimus		#93B4AF
1304275	periphery	Salinisphaera hydrothermalis C41B8	Salinisphaera hydrothermalis		#93B4AF
1304284	core	Clostridiaceae bacterium L21-TH-D2	Clostridiaceae bacterium L21THD2		#93B4AF
1304865	periphery	Cellulomonas sp. KRMCY2	Cellulomonas sp. KRMCY2		#93B4AF
1304866	periphery	Clostridium sp. ASBs410	Clostridium sp. ASBs410		#93B4AF
1304872	periphery	Desulfovibrio cf. magneticus IFRC170	Desulfovibrio magneticus IFRC170		#93B4AF
1304874	core	Aminiphilus circumscriptus DSM 16581	Aminiphilus circumscriptus		#93B4AF
1304875	periphery	Aminobacterium mobile DSM 12262	Aminobacterium mobile		#93B4AF
1304876	periphery	Arthrobacter nicotinovorans 231Sha2.1M6	Arthrobacter nicotinovorans		#93B4AF
1304877	periphery	Bradyrhizobium japonicum 22	Bradyrhizobium japonicum 22		#93B4AF
1304878	periphery	Bradyrhizobium japonicum in8p8	Bradyrhizobium japonicum in8p8		#93B4AF
1304880	core	Caldicoprobacter oshimai DSM 21659	Caldicoprobacter oshimai		#93B4AF
1304883	periphery	Dechloromonas agitata is5	Dechloromonas agitata		#93B4AF
1304885	core	Desulforegula conservatrix Mb1Pa	Desulforegula conservatrix		#93B4AF
1304888	periphery	Geovibrio sp. L21-Ace-BES	Geovibrio sp. L21AceBES		#93B4AF
1305732	periphery	Microbacterium sp. KROCY2	Microbacterium sp. KROCY2		#93B4AF
1305735	periphery	Oceanicola sp. HL-35	Oceanicola sp. HL35		#93B4AF
1305737	periphery	Algoriphagus marincola HL-49	Algoriphagus marincola HL49		#93B4AF
1305836	core	Sporosarcina sp. EUR3 2.2.2	Sporosarcina sp. EUR32.2.2		#93B4AF
1306174	periphery	Kineosporia aurantiaca JCM 3230	Kineosporia aurantiaca		#93B4AF
1306406	periphery	Streptomyces thermolilacinus SPC6	Streptomyces thermolilacinus		#93B4AF
1306947	core	candidate division TM6 bacterium JCVI TM6SC1	candidate division TM6		#93B4AF
1306990	periphery	Streptomyces sp. R1-NS-10	Streptomyces sp. R1NS10		#93B4AF
1307436	periphery	Bacillus firmus DS1	Bacillus firmus		#93B4AF
1307437	core	Pseudoalteromonas agarivorans S816	Pseudoalteromonas agarivorans		#93B4AF
1307759	periphery	Desulfovibrio sp. L21-Syr-AB	Desulfovibrio sp. L21SyrAB		#93B4AF
1307761	core	Spirochaeta sp. L21-RPul-D2	Spirochaeta sp. L21RPulD2		#93B4AF
1307834	periphery	Gluconobacter frateurii NBRC 103465	Gluconobacter frateurii		#93B4AF
1308866	periphery	Gracilibacillus halophilus YIM-C55.5	Gracilibacillus halophilus		#93B4AF
1312954	periphery	Arthrobacter sp. Br18	Arthrobacter sp. Br18		#93B4AF
1312959	periphery	Arthrobacter sp. H14	Arthrobacter sp. H14		#93B4AF
1313172	periphery	Ilumatobacter coccineus YM16-304	Ilumatobacter coccineus		#93B4AF
1313265	periphery	Thermocrinis sp. GBS	Thermocrinis sp. GBS		#93B4AF
1313292	periphery	Borrelia coriaceae Co53	Borrelia coriaceae		#93B4AF
1313293	periphery	Borrelia anserina BA2	Borrelia anserina		#93B4AF
1313294	periphery	Borrelia parkeri SLO	Borrelia parkeri		#93B4AF
1313301	core	Thermonema rossianum DSM 10300	Thermonema rossianum		#93B4AF
1313304	periphery	Chitinivibrio alkaliphilus ACht1	Chitinivibrio alkaliphilus		#93B4AF
1313421	periphery	Aureispira sp. CCB-QB1	Aureispira sp. CCBQB1		#93B4AF
1316408	periphery	Streptococcus sp. HSISM1	Streptococcus sp. HSISM1		#93B4AF
1316444	periphery	Blattabacterium sp. (Nauphoeta cinerea)	Blattabacterium sp.		#93B4AF
1316927	periphery	Pseudomonas corrugata CFBP 5454	Pseudomonas corrugata		#93B4AF
1316932	periphery	Mannheimia haemolytica M42548	Mannheimia haemolytica M42548		#93B4AF
1316936	core	Phaeospirillum fulvum MGU-K5	Phaeospirillum fulvum		#93B4AF
1317118	core	Roseivivax sp. 22II-s10s	Roseivivax sp. 22IIs10s		#93B4AF
1317122	core	Aquimarina sp. 22II-S11-z7	Aquimarina sp. 22IIS11z7		#93B4AF
1317124	core	Thioclava sp. 13D2W-2	Thioclava sp. 13D2W2		#93B4AF
1318617	periphery	Candidatus Mycoplasma girerdii	Mycoplasma girerdii		#93B4AF
1318628	periphery	Marinobacter lipolyticus SM19	Marinobacter lipolyticus SM19		#93B4AF
1319815	core	Cetobacterium somerae ATCC BAA-474	Cetobacterium somerae		#93B4AF
1320556	periphery	Mesorhizobium sp. NBIMC_P2-C3	Mesorhizobium sp. NBIMCP2C3		#93B4AF
1321372	periphery	Streptococcus suis EA1832.92	Streptococcus suis EA183292		#93B4AF
1321773	periphery	Atopobium sp. oral taxon 810 str. F0209	Atopobium sp. F0209		#93B4AF
1321774	core	Leptotrichia sp. oral taxon 225 str. F0581	Leptotrichia sp. F0581		#93B4AF
1321775	periphery	Actinomyces sp. oral taxon 172 str. F0311	Actinomyces sp. F0311		#93B4AF
1321778	periphery	Clostridiales bacterium oral taxon 876 str. F0540	Clostridiales bacterium F0540		#93B4AF
1321779	periphery	Leptotrichia sp. oral taxon 215 str. W9775	Leptotrichia sp. W9775		#93B4AF
1321781	periphery	Mitsuokella sp. oral taxon 131 str. W9106	Mitsuokella sp. W9106		#93B4AF
1321782	periphery	Oribacterium sp. oral taxon 078 str. F0263	Oribacterium sp. F0263		#93B4AF
1321784	periphery	Peptostreptococcaceae bacterium oral taxon 113 str. W5053	Peptostreptococcaceae bacterium W5053		#93B4AF
1321786	periphery	Selenomonas sp. oral taxon 892 str. F0426	Selenomonas sp. F0426		#93B4AF
1321814	core	Eubacterium brachy ATCC 33089	Eubacterium brachy		#93B4AF
1321815	periphery	Treponema lecithinolyticum ATCC 700332	Treponema lecithinolyticum		#93B4AF
1321820	periphery	Gemella bergeriae ATCC 700627	Gemella bergeriae		#93B4AF
1322246	periphery	Desulfovibrio piezophilus C1TLV30	Desulfovibrio piezophilus		#93B4AF
1323361	periphery	Rhodococcus defluvii	Rhodococcus defluvii		#93B4AF
1323663	periphery	Pseudomonas pelagia CL-AP6	Pseudomonas pelagia		#93B4AF
1324957	periphery	Candidatus Halobonum tyrrellensis G22	Halobonum tyrrellensis		#93B4AF
1325130	periphery	Helicobacter fennelliae MRY12-0050	Helicobacter fennelliae		#93B4AF
1328313	core	Catenovulum agarivorans DS-2	Catenovulum agarivorans DS2		#93B4AF
1329250	periphery	Weissella oryzae SG25	Weissella oryzae		#93B4AF
1329516	core	Thermoactinomyces daqus	Thermoactinomyces daqus		#93B4AF
1330700	periphery	Thermus caliditerrae	Thermus caliditerrae		#93B4AF
1331060	periphery	Sphingobium lactosutens DS20	Sphingobium lactosutens		#93B4AF
1331660	periphery	Acinetobacter haemolyticus MTCC 9819	Acinetobacter haemolyticus		#93B4AF
1332071	periphery	Serratia fonticola AU-AP2C	Serratia fonticola AUAP2C		#93B4AF
1333507	periphery	Pseudoalteromonas haloplanktis TB64	Pseudoalteromonas haloplanktis TB64		#93B4AF
1333523	periphery	Salinarchaeum sp. Harcht-Bsk1	Salinarchaeum sp. HarchtBsk1		#93B4AF
1333856	periphery	Pseudomonas stutzeri MF28	Pseudomonas stutzeri MF28		#93B4AF
1333998	core	alpha proteobacterium MA2	alpha proteobacterium MA2		#93B4AF
1334046	core	Kurthia huakuii LAM0618	Kurthia huakuii		#93B4AF
1335757	periphery	Spiribacter sp. UAH-SP71	Spiribacter sp. UAHSP71		#93B4AF
1335760	periphery	Sphingobium sp. YL23	Sphingobium sp. YL23		#93B4AF
1336208	periphery	Roseomonas gilardii subsp. rosea ATCC BAA-691	Roseomonas gilardii		#93B4AF
1336233	periphery	Shewanella waksmanii ATCC BAA-643	Shewanella waksmanii		#93B4AF
1336234	core	Atopobacter phocae ATCC BAA-285	Atopobacter phocae		#93B4AF
1336235	periphery	Rhizobium selenitireducens ATCC BAA-1503	Rhizobium selenitireducens		#93B4AF
1336237	periphery	Pseudomonas flectens ATCC 12775	Pseudomonas flectens		#93B4AF
1336241	core	Eubacterium xylanophilum ATCC 35991	Eubacterium xylanophilum		#93B4AF
1336243	periphery	Microvirga flocculans ATCC BAA-817	Microvirga flocculans		#93B4AF
1336245	periphery	Carnimonas nigrificans ATCC BAA-78	Carnimonas nigrificans		#93B4AF
1336249	periphery	Rhizobium larrymoorei ATCC 51759	Rhizobium larrymoorei		#93B4AF
1336803	core	Polaribacter sp. Hel1_33_49	Polaribacter sp. Hel13349		#93B4AF
1337093	periphery	Loktanella cinnabarina LL-001	Loktanella cinnabarina		#93B4AF
1337936	periphery	Calothrix sp. 336/3	Calothrix sp. 3363		#93B4AF
1338011	periphery	Elizabethkingia anophelis NUHP1	Elizabethkingia anophelis		#93B4AF
1340434	periphery	Bacillus sp. UNC438CL73TsuS30	Bacillus sp. UNC438CL73TsuS30		#93B4AF
1340493	periphery	Bryobacter aggregatus MPL3	Bryobacter aggregatus		#93B4AF
1341151	periphery	Laceyella sacchari 1-1	Laceyella sacchari		#93B4AF
1341155	periphery	Flavobacterium saliperosum S13	Flavobacterium saliperosum		#93B4AF
1341157	periphery	Ruminococcus flavefaciens 007c	Ruminococcus flavefaciens 007c		#93B4AF
1341181	periphery	Flavobacterium limnosediminis JC2902	Flavobacterium limnosediminis		#93B4AF
1341646	periphery	Mycobacterium septicum DSM 44393	Mycobacterium septicum		#93B4AF
1341679	periphery	Acinetobacter indicus CIP 110367	Acinetobacter indicus		#93B4AF
1341695	periphery	Bifidobacterium bombi DSM 19703	Bifidobacterium bombi		#93B4AF
1342299	periphery	Sulfitobacter sp. MM-124	Sulfitobacter sp. MM124		#93B4AF
1342301	periphery	Sulfitobacter sp. NB-77	Sulfitobacter sp. NB77		#93B4AF
1342302	periphery	Sulfitobacter sp. NB-68	Sulfitobacter sp. NB68		#93B4AF
1343158	periphery	Saccharibacter sp. AM169	Saccharibacter sp. AM169		#93B4AF
1343739	core	Palaeococcus pacificus DY20341	Palaeococcus pacificus		#93B4AF
1343740	periphery	Streptomyces rapamycinicus NRRL 5491	Streptomyces rapamycinicus		#93B4AF
1344012	periphery	Tatumella sp. NML 06-3099	Tatumella sp. NML063099		#93B4AF
1345023	periphery	Exiguobacterium pavilionensis RW-2	Exiguobacterium pavilionensis		#93B4AF
1345592	periphery	Helicobacter pylori SA213A	Helicobacter pylori SA213A		#93B4AF
1345695	periphery	Clostridium saccharobutylicum DSM 13864	Clostridium saccharobutylicum		#93B4AF
1345697	periphery	Geobacillus sp. JF8	Geobacillus sp. JF8		#93B4AF
1346330	periphery	Sphingobacterium paucimobilis HER1398	Sphingobacterium paucimobilis		#93B4AF
1346791	periphery	Sphingobium ummariense RL-3	Sphingobium ummariense		#93B4AF
1347086	periphery	Bacillus sp. EB01	Bacillus sp. EB01		#93B4AF
1347087	core	Paucisalibacillus sp. EB02	Paucisalibacillus sp. EB02		#93B4AF
1347342	periphery	Formosa agariphila KMM 3901	Formosa agariphila		#93B4AF
